Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
2021,AL,Alabama,Lamar,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,82.8,,,79.3,86,"13,689",1075,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-88.0874309 33.7870852)
2021,AL,Alabama,Lowndes,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,47.7,,,42.6,52.4,"9,965",1085,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-86.6505859 32.147888)
2021,AL,Alabama,Monroe,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,14.7,,,12.7,16.8,"19,648",1099,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-87.3832656 31.5803324)
2021,AL,Alabama,Franklin,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.1,,,31.1,47.8,"32,013",1059,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-87.8428144 34.4419892)
2021,AL,Alabama,Washington,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,21.8,,,18.1,26,"15,147",1129,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-88.2124041 31.4085035)
2021,AL,Alabama,Lamar,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,10,,,8.5,11.6,"13,689",1075,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-88.0874309 33.7870852)
2020,AL,Alabama,Coffee,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,35,,,28.8,41.2,"54,174",1031,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-85.9896022 31.402258)
2021,AL,Alabama,Calhoun,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,22.1,,,18.9,25.6,"115,972",1015,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-85.8279089 33.7705162)
2021,AL,Alabama,DeKalb,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,40.8,,,36.1,45.7,"71,813",1049,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-85.8040207 34.4609148)
2021,AL,Alabama,Chilton,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13.6,,,11.6,15.6,"45,274",1021,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-86.7266071 32.8540514)
2021,AL,Alabama,Chambers,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,9.6,,,8.1,11.2,"34,541",1017,HLTHOUT,COPD,CrdPrv,COPD,POINT (-85.3940321 32.9155039)
2021,AL,Alabama,Fayette,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,9.4,,,8.3,10.7,"16,148",1057,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-87.7642923 33.7161568)
2021,AL,Alabama,Marengo,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,6.6,,,5.8,7.5,"18,996",1091,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-87.791091 32.2475911)
2021,AL,Alabama,Chambers,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,4.6,,,4.2,5.2,"34,541",1017,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-85.3940321 32.9155039)
2021,AL,Alabama,Baldwin,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,4,,,3.4,4.6,"239,294",1003,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-87.7460666 30.6592183)
2021,AL,Alabama,Monroe,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11.4,,,10,12.8,"19,648",1099,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-87.3832656 31.5803324)
2021,AL,Alabama,Coosa,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,33.9,,,29.6,38.7,"10,450",1037,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-86.2434818 32.9314453)
2021,AL,Alabama,Hale,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,38.7,,,33.5,43.9,"14,754",1065,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-87.6230608 32.7527958)
2020,AL,Alabama,Barbour,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,22.3,,,17.4,27.5,"24,964",1005,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-85.4051035 31.8702531)
2021,AL,Alabama,Choctaw,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,5.5,,,4.9,6.2,"12,533",1023,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-88.2488894 31.9909539)
2021,AL,Alabama,Marion,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,9,,,7.4,10.8,"29,246",1093,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-87.881551 34.1382194)
2021,AL,Alabama,Mobile,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,18,,,15.8,20.5,"413,073",1097,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-88.1965682 30.6845725)
2021,AL,Alabama,Chilton,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,35.4,,,30,41.1,"45,274",1021,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-86.7266071 32.8540514)
2021,AL,Alabama,DeKalb,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,25.1,,,21,29.5,"71,813",1049,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-85.8040207 34.4609148)
2021,AL,Alabama,Sumter,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,7.5,,,6.5,8.6,"12,164",1119,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-88.2000571 32.5974811)
2020,AL,Alabama,Montgomery,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,61.9,,,58.6,65.2,"227,434",1101,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-86.2044615 32.2028812)
2021,AL,Alabama,Henry,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,37.1,,,32.7,41.9,"17,459",1067,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-85.2399712 31.5169779)
2021,AL,Alabama,Dallas,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,86.7,,,84.1,89.1,"37,619",1047,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-87.11436 32.3335263)
2021,AL,Alabama,Clay,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,24.3,,,20.1,29,"14,190",1027,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-85.8635254 33.2703999)
2021,AL,Alabama,Lee,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,25.6,,,22.1,28.9,"177,218",1081,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-85.3530477 32.6040644)
2020,AL,Alabama,Henry,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,83.2,,,80.9,85.4,"17,459",1067,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-85.2399712 31.5169779)
2021,AL,Alabama,Bullock,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,70.3,,,65.8,74.9,"10,320",1011,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-85.7172613 32.1017589)
2021,AL,Alabama,St. Clair,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,4.8,,,4.1,5.6,"92,748",1115,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-86.3113273 33.7194907)
2021,AL,Alabama,Cleburne,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,63.4,,,58.3,68.5,"15,103",1029,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-85.5161261 33.6719637)
2021,AL,Alabama,Autauga,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,16.5,,,14,19.4,"59,095",1001,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-86.6464395 32.5322367)
2021,AL,Alabama,Crenshaw,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,4.4,,,3.9,5,"13,083",1041,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-86.3200384 31.7303106)
2021,AL,Alabama,Pike,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,6.4,,,5.6,7.4,"32,991",1109,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-85.9416076 31.7986533)
2021,AL,Alabama,Greene,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,19.6,,,17.1,22.3,"7,629",1063,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-87.9642005 32.8444965)
2020,AL,Alabama,Cherokee,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,56.4,,,52.5,60.2,"24,996",1019,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-85.6542417 34.0695153)
2021,AL,Alabama,Greene,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,31.9,,,27.6,36.4,"7,629",1063,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-87.9642005 32.8444965)
2021,AL,Alabama,Lawrence,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,74.1,,,68.8,79.1,"33,090",1079,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-87.3218651 34.529776)
2021,AL,Alabama,Conecuh,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,16.6,,,14.4,19.1,"11,328",1035,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-86.9887221 31.4309257)
2021,AL,Alabama,Winston,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,15,,,12.6,17.4,"23,652",1133,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-87.3653458 34.1545665)
2020,AL,Alabama,Jefferson,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,63.4,,,60.4,66.2,"667,820",1073,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-86.8965359 33.5534439)
2021,AL,Alabama,Limestone,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,7.8,,,6.5,9.2,"107,517",1083,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-86.9813995 34.8102387)
2021,AL,Alabama,Blount,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,9.2,,,7.5,11,"59,041",1009,HLTHOUT,COPD,CrdPrv,COPD,POINT (-86.56644 33.9773575)
2021,AL,Alabama,Covington,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,39.8,,,34.8,44.8,"37,524",1039,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-86.4487206 31.2439873)
2020,AL,Alabama,St. Clair,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,84.3,,,81.9,86.3,"92,748",1115,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-86.3113273 33.7194907)
2021,AL,Alabama,Mobile,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.6,,,3.3,4,"413,073",1097,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-88.1965682 30.6845725)
2021,AL,Alabama,Etowah,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,4.3,,,3.7,5,"103,162",1055,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-86.0342629 34.0476407)
2020,AL,Alabama,Autauga,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,84.3,,,82,86.5,"59,095",1001,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-86.6464395 32.5322367)
2021,AL,Alabama,Conecuh,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,77.3,,,72.3,81.8,"11,328",1035,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-86.9887221 31.4309257)
2021,AL,Alabama,Wilcox,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,44.7,,,39.7,50.1,"10,446",1131,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-87.3049349 31.9900824)
2021,AL,Alabama,Autauga,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,14.7,,,12.5,17.2,"59,095",1001,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-86.6464395 32.5322367)
2021,AL,Alabama,Calhoun,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.9,,,3.5,4.4,"115,972",1015,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-85.8279089 33.7705162)
2020,AL,Alabama,Washington,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,83,,,81,84.9,"15,147",1129,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-88.2124041 31.4085035)
2021,AL,Alabama,Pickens,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,8,,,7,9.1,"18,801",1107,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-88.0968644 33.2968003)
2020,AL,Alabama,Madison,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,44.8,,,38.2,51.2,"395,211",1089,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-86.5510802 34.7642377)
2021,AL,Alabama,Escambia,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,12.5,,,10,15.5,"36,699",1053,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-87.1684097 31.1222867)
2021,AL,Alabama,Clarke,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,21,,,17.3,25.1,"22,760",1025,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-87.8186244 31.6855211)
2021,AL,Alabama,Monroe,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,19,,,16.5,21.6,"19,648",1099,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-87.3832656 31.5803324)
2021,AL,Alabama,Talladega,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,16.9,,,14.6,19.5,"81,524",1121,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-86.1759302 33.3693135)
2021,AL,Alabama,Perry,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,26.5,,,21.5,31.7,"8,355",1105,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-87.2938269 32.6390053)
2021,AL,Alabama,Lowndes,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,47.4,,,38.4,55.6,"9,965",1085,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-86.6505859 32.147888)
2020,AL,Alabama,Jefferson,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,12.5,,,8.9,16.6,"667,820",1073,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-86.8965359 33.5534439)
2021,AL,Alabama,Franklin,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,17.9,,,15.2,20.6,"32,013",1059,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-87.8428144 34.4419892)
2021,AL,Alabama,Blount,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,32.4,,,27.7,37.4,"59,041",1009,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-86.56644 33.9773575)
2021,AL,Alabama,Conecuh,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,11.4,,,10,12.9,"11,328",1035,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-86.9887221 31.4309257)
2021,AL,Alabama,Clarke,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,10.3,,,8.5,12.1,"22,760",1025,HLTHOUT,COPD,CrdPrv,COPD,POINT (-87.8186244 31.6855211)
2021,AL,Alabama,Jefferson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.3,,,35,44.1,"667,820",1073,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-86.8965359 33.5534439)
2020,AL,Alabama,Franklin,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,36.8,,,35.2,38.3,"32,013",1059,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-87.8428144 34.4419892)
2021,AL,Alabama,Pickens,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,25.9,,,22.7,29.2,"18,801",1107,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-88.0968644 33.2968003)
2021,AL,Alabama,Houston,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,9.6,,,8.2,11.2,"107,458",1069,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-85.2964111 31.1581831)
2020,AL,Alabama,Macon,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,19.4,,,14,25.6,"18,895",1087,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-85.692887 32.3870267)
2021,AL,Alabama,Coosa,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,7.5,,,6.4,8.7,"10,450",1037,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-86.2434818 32.9314453)
2021,AL,Alabama,Tuscaloosa,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,12.4,,,10.7,14.2,"227,007",1125,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-87.5227834 33.2902197)
2021,AL,Alabama,Autauga,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,18.4,,,15.6,21.6,"59,095",1001,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-86.6464395 32.5322367)
2020,AL,Alabama,Etowah,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,36.7,,,29.8,43.9,"103,162",1055,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-86.0342629 34.0476407)
2021,AL,Alabama,Jefferson,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.4,,,9.2,11.7,"667,820",1073,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-86.8965359 33.5534439)
2021,AL,Alabama,Barbour,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,82.2,,,78.5,85.2,"24,964",1005,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-85.4051035 31.8702531)
2021,AL,Alabama,Conecuh,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,7.3,,,6.4,8.3,"11,328",1035,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-86.9887221 31.4309257)
2021,AL,Alabama,Lowndes,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,7.7,,,6.8,8.6,"9,965",1085,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-86.6505859 32.147888)
2020,AL,Alabama,Tallapoosa,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,73.9,,,70.1,77.6,"41,023",1123,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-85.7996176 32.8633076)
2021,AL,Alabama,Elmore,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,76.3,,,71.6,80.8,"89,304",1051,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-86.1427347 32.597229)
2021,AL,Alabama,Blount,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,18.5,,,15.6,21.4,"59,041",1009,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-86.56644 33.9773575)
2021,AL,Alabama,Coffee,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,6.1,,,5.3,7,"54,174",1031,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-85.9896022 31.402258)
2020,AL,Alabama,Jefferson,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,37.4,,,36.1,38.6,"667,820",1073,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-86.8965359 33.5534439)
2021,AL,Alabama,Lawrence,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,15.6,,,12.6,18.9,"33,090",1079,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-87.3218651 34.529776)
2021,AL,Alabama,Talladega,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,14.3,,,11.6,17.5,"81,524",1121,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-86.1759302 33.3693135)
2021,AL,Alabama,Crenshaw,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,40.7,,,35.6,45.7,"13,083",1041,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-86.3200384 31.7303106)
2021,AL,Alabama,Tuscaloosa,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,5.8,,,5.1,6.6,"227,007",1125,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-87.5227834 33.2902197)
2021,AL,Alabama,Morgan,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,15.2,,,13,17.6,"123,668",1103,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-86.8464021 34.4544844)
